energy,flux,snr,FWHM,time,f,distance,model
165.65607843327757,0.0011178861530947,23.17315626282506,2.99995338770114,15.0,0.4455324476998148,1.0,0
165.91403313188866,0.0011103366911902,22.90301891082709,2.9491432909033937,15.0,0.4424648894054063,1.0,0
165.90962979073146,0.0010822097530891,23.47239861517961,2.922528171455875,15.0,0.4540590812337246,1.0,0
165.6680322529497,0.0011036481794728,23.07268246523724,3.012242972659445,15.0,0.4460418720454359,1.0,0
165.54630516126704,0.0011036467733337,24.449447811148108,2.884157416610936,15.0,0.4637934826031754,1.0,0
165.92786221154478,0.0011128682455326,23.4388966141942,2.9522220962910524,15.0,0.4495535946897646,1.0,0
165.65981055206677,0.0011131685167273,24.43992698571197,3.001666626043252,15.0,0.4623445503994965,1.0,0
165.71993341101057,0.0010974559252992,23.03921933377008,2.950672434818276,15.0,0.4465871963257991,1.0,0
165.6665050805819,0.0011012642039952,24.49916360267056,2.841112967123957,15.0,0.4653746695274474,1.0,0
165.7168621478083,0.0010975620852553,23.525249920001382,2.971271435576444,15.0,0.4526827456478052,1.0,0
165.77529885986604,0.0011015364748258,22.719832263337786,2.9972788673734008,15.0,0.4417403987583738,1.0,0
165.86457421368985,0.0010991154574108,21.66686397951313,2.9003387691158595,15.0,0.427328911224467,1.0,0
165.69997393500415,0.0011227111193292,23.16689780319677,2.843562589519348,15.0,0.4449371748745699,1.0,0
165.51507574713366,0.001104522736469,24.05385708914784,2.9957765740690947,15.0,0.4589222220100835,1.0,0
165.84542798331867,0.001093373369008,23.12326688429616,2.875632166266719,15.0,0.4478025936191637,1.0,0
165.76332590077257,0.0011040892304191,23.40840937346476,2.7272011505535385,15.0,0.4507665273740532,1.0,0
165.66131400750115,0.0011070677153504,23.45477300289531,2.9967804916228364,15.0,0.4502531932802153,1.0,0
165.75468403251895,0.0011013521016044,24.19457788822987,3.0116098216334355,15.0,0.4609875331285567,1.0,0
165.92090846784413,0.0011152021994223,23.408207363506072,2.9255759786473066,15.0,0.448970384398236,1.0,0
165.6728897039491,0.0011124977471901,22.937658611276607,2.9895813987165774,15.0,0.443659967146315,1.0,0
164.28007337453462,0.0011130010369316,25.58704929781984,2.101392167907258,15.0,0.4782253371004801,1.0,0
164.16401197855208,0.0011144610239491,25.696765765832662,2.3393883923480088,15.0,0.4799775546181224,1.0,0
164.07125946199594,0.0011201280104001,25.64340008962873,2.131595609139905,15.0,0.4780879796978938,1.0,0
164.29591677222646,0.0011354768950361,25.20556147404267,2.027113557265502,15.0,0.4706594474946986,1.0,0
164.31968196979784,0.0011287009294646,24.69875437727921,2.029296954731325,15.0,0.4652352848413983,1.0,0
164.32288074171495,0.0011099565577236,26.983134498941315,2.091717371115057,15.0,0.4968281604986722,1.0,0
164.3115412072249,0.0011326015184546,26.105088735316738,2.130474822258209,15.0,0.4821020553262592,1.0,0
164.29699819393454,0.0011425332341435,25.15823287434237,1.972296854242405,15.0,0.468964548093334,1.0,0
164.10074247362243,0.0011114434698812,26.25857030023136,2.261112552723227,15.0,0.4870532046939292,1.0,0
164.19307327096902,0.0011296690239865,26.30229922694618,2.158761819406636,15.0,0.4853402816237676,1.0,0
164.19583114143393,0.0011374877571581,26.816613246051645,2.0301335722979057,15.0,0.4904147249469302,1.0,0
164.27245385231888,0.001127919935227,25.861360967109825,2.00810150895755,15.0,0.4808083409968272,1.0,0
164.20168728725793,0.0011238466915851,26.345819125821244,2.207108312802865,15.0,0.4864809829780417,1.0,0
164.1593106320883,0.0011275380271876,26.014414542123674,2.211473257806332,15.0,0.4820228611638512,1.0,0
164.31547200655686,0.0011438456986775,25.89251589172252,2.0566207953285844,15.0,0.4778027688307194,1.0,0
164.12256553837392,0.0011187278644838,25.57954219211075,2.229727914544412,15.0,0.4778296015534266,1.0,0
164.11373529748712,0.0011315534140251,26.087698994383626,2.213486712023262,15.0,0.4821005456556336,1.0,0
164.20324938845943,0.0011296889547098,25.24758658299448,2.1017469014386343,15.0,0.4715649018975918,1.0,0
164.2333608702317,0.0011230936364167,25.194683750044824,2.1518414784328748,15.0,0.472050402279075,1.0,0
164.13498815696582,0.0011214221302454,25.500859379613217,2.0368571738942074,15.0,0.4763673545569161,1.0,0
164.18604598988165,0.0011393672626775,27.18721882249661,2.11413535119044,15.0,0.4946915178513129,1.0,0
164.42755566728454,0.0011335637522467,26.70747081570317,1.955130700694226,15.0,0.490002179853107,1.0,0
164.3163790143795,0.001142545629585,26.488620914099013,2.1731084040717845,15.0,0.4852331013733431,1.0,0
164.22584920089756,0.0011297562389924,27.43832151007642,2.1763680599380257,15.0,0.4988609600915174,1.0,0
164.22099950098834,0.0011111767086573,24.73065674100248,2.0893042956159364,15.0,0.468226292208382,1.0,0
164.19969449881015,0.001119429891441,25.75210838747928,1.99772136052872,15.0,0.4798308458378018,1.0,0
164.2194450079999,0.0011231334453885,25.64949896281736,2.1402164164473154,15.0,0.478153823232398,1.0,0
165.4596570804519,0.0002748302104965,11.430352127949217,3.232091964916472,15.0,0.4430730625530626,2.0,0
165.66432645815644,0.0002752006824331,12.15301748790284,3.1955745111897778,15.0,0.4639087459420878,2.0,0
165.14110367718874,0.0002770634559475,12.978155594433725,3.1324281572056862,15.0,0.4814466806311281,2.0,0
165.39429434962628,0.0002761488576302,12.430743602740463,2.9127531116014005,15.0,0.4686152204774741,2.0,0
165.61336452490613,0.0002787906117388,12.861559358088012,3.0497159377592125,15.0,0.4783478093027156,2.0,0
165.93690837622708,0.0002638925998982,12.690420325995913,3.19455822314372,15.0,0.4830263174986148,2.0,0
165.7153755250984,0.0002872864823008,12.116548266141864,3.1504180983956687,15.0,0.4541657553284777,2.0,0
165.75147343934017,0.0002850940915176,11.611694250852617,2.901437526963773,15.0,0.4411359887753105,2.0,0
165.55464696161386,0.0002797505869355,12.344354852290786,2.739775242413101,15.0,0.4650939465483881,2.0,0
165.99766816888612,0.000272871792354,11.298279320103022,2.818408669374342,15.0,0.4390852964804622,2.0,0
165.81055539859798,0.0002690665396609,12.02037507933301,2.843648319615647,15.0,0.4609199472466512,2.0,0
165.6906447868991,0.0002876002579312,12.070290919257593,2.599526069325621,15.0,0.4513980736009896,2.0,0
165.74417631060092,0.0002822194079883,12.136334493234864,2.631151549967189,15.0,0.456681733997288,2.0,0
165.46018210860552,0.0002706630127209,11.745214195631586,2.536413506347239,15.0,0.4539377097487615,2.0,0
165.31991586813388,0.0002765286539958,12.306097798722146,2.841998939088631,15.0,0.46482693833743,2.0,0
166.11405116144925,0.0002716917538517,11.477715570013164,2.6784835344454136,15.0,0.4449087266914358,2.0,0
165.40336221244476,0.0002814195661711,12.761494427062978,2.92858017870415,15.0,0.4733474067456216,2.0,0
165.85449903541723,0.0002798936690508,11.631626196984072,2.542991666073205,15.0,0.446775055093917,2.0,0
165.55564762369886,0.0002739926044525,11.065693905264826,2.567090935590012,15.0,0.433493411720402,2.0,0
165.435841146797,0.000276723636185,13.316735029809898,3.474723171452053,15.0,0.4892219383998595,2.0,0
163.7561112487091,0.0002733364369058,13.355056568164002,2.424814681776694,15.0,0.4941859168553117,2.0,0
165.26865942863532,0.0001204509815447,8.45681702332633,2.9570615599634325,15.0,0.4774419158655312,3.0,0
165.75154433301068,0.0001253035703404,7.205280413872623,2.391590619857583,15.0,0.4206259716006459,3.0,0
165.2656131174733,0.0001215178768889,6.6548719509787,2.845610446514125,15.0,0.4029249063256938,3.0,0
165.94138014161712,0.000119172097066,7.119124226090414,2.93925998905418,15.0,0.4238841698026781,3.0,0
166.34738717147,0.0001232870367326,8.104952176124025,2.4906385532359856,15.0,0.4599215721388169,3.0,0
166.327020517492,0.0001281280092194,7.345166669369824,2.404651379063279,15.0,0.4218971433418375,3.0,0
165.30685361294496,0.0001206207920953,8.11350041118785,2.2048018231593742,15.0,0.4648039541901335,3.0,0
165.46218252327444,0.0001149597926586,8.24930601582592,3.9000562683144966,15.0,0.4763689489422879,3.0,0
165.83490911223643,0.0001270925036216,8.69644173166804,3.487870141744012,15.0,0.478979405500747,3.0,0
165.635450105812,0.0001216973828207,8.431094033685442,2.7905382873855538,15.0,0.4796986305031089,3.0,0
166.21229843166867,0.0001185606382865,7.5350830411297025,3.5965488709371827,15.0,0.4450891039933131,3.0,0
166.05595473000173,0.0001216723908492,7.015970699914414,3.04347801265053,15.0,0.4172410922347274,3.0,0
165.8923334681798,0.0001232376751783,7.176175672469386,3.2233265884605897,15.0,0.4227268274402613,3.0,0
164.64450407013288,0.000124233021047,10.245840307474491,2.6446140750158635,15.0,0.5385354764671005,3.0,0
165.89549366818326,0.0001271630922437,8.219751764682053,2.994561976399523,15.0,0.4617215312201904,3.0,0
166.02844556514694,0.000125409542282,7.998856488227421,3.2321844164794427,15.0,0.4577633221058313,3.0,0
165.39489215170897,0.0001324556783375,8.092756638399528,2.320864440277706,15.0,0.4469395842837467,3.0,0
165.6275046155865,0.000123923244465,8.086706638686339,2.912201701973459,15.0,0.459142823233618,3.0,0
166.28084902587466,0.0001198136201701,6.717704582915453,2.924782592374096,15.0,0.4064811193174349,3.0,0
165.38285059984725,0.0001136463203352,7.668017180329677,3.4388089639904176,15.0,0.4552697760090556,3.0,0
164.74189787246425,0.0001272804043566,9.679958989904542,2.347039182590564,15.0,0.5150311774864171,3.0,0
163.98150478411563,0.0001247703327229,8.660802796898635,1.9988244661061667,15.0,0.4786108998063155,3.0,0
164.3718444505836,0.0001252404625062,9.393638708536056,2.20171542217514,15.0,0.5052091670386814,3.0,0
164.55380713246996,0.000120080746753,8.324304722289812,1.876715626219638,15.0,0.475186064093726,3.0,0
163.50434591513687,0.0001192377385127,8.350908491209283,2.310844234396605,15.0,0.4750804545037017,3.0,0
164.37345084134748,0.0001192580491963,9.188490218443494,1.9947921618073527,15.0,0.5094391617237461,3.0,0
164.69174461040865,0.0001176512028697,7.742135055404754,1.7859133583272078,15.0,0.4539654073147611,3.0,0
164.06159955466643,0.0001253725028973,8.684846864337878,2.0813496591489025,15.0,0.4807529378747546,3.0,0
164.05321411495342,0.0001225978073187,10.244653255949174,2.822867121220136,15.0,0.5404091333418365,3.0,0
164.58943538692188,0.0001277156239159,9.519513493254443,1.8073309472530064,15.0,0.5083354305144486,3.0,0
164.41889594931118,0.0001295054077734,7.643249461190268,1.3779090301639,15.0,0.4343550596464395,3.0,0
163.9891442720172,0.0001195112883399,8.406379562753962,1.690953771184297,15.0,0.4756471174431192,3.0,0
164.24842006863756,0.0001326944424376,8.122732149504987,1.8698821542514976,15.0,0.4488720237026599,3.0,0
163.62470719411823,0.0001192140886028,9.32468215296722,2.256116613682249,15.0,0.5149956170366657,3.0,0
164.3486693849865,0.0001183390180252,9.253646142126204,2.078846116742893,15.0,0.513218733663209,3.0,0
164.4443845231177,0.0001245233859943,8.471427896569068,1.9379929123968551,15.0,0.4715300374649515,3.0,0
164.20600703505724,0.0001243538958765,8.997198836944786,2.1341167704129256,15.0,0.4926636962656246,3.0,0
164.18412936037183,0.0001251843735365,9.071342600522453,2.2723300921124667,15.0,0.4948064596677528,3.0,0
163.86900111813682,0.0001291970235623,9.813953926534497,2.196399584800455,15.0,0.5188904307105404,3.0,0
164.18787971221488,0.0001220025936703,8.529053886470537,2.351373367009318,15.0,0.4779889554193107,3.0,0
164.21822285794343,0.0001234032862703,8.31484506539944,2.0174563665084504,15.0,0.4678375328638918,3.0,0
164.02069192293416,0.0001226362015858,9.38331074020946,2.1579756585185166,15.0,0.5128543033532326,3.0,0
163.6227285492758,0.0001343828256707,9.086740806625714,2.598502059179009,15.0,0.4830560721127055,3.0,0
